Date,Series,Scientific,Common,Specimen,Stain,Location,Plate,Reference,Investigation,Microscope,Objective,ObjectiveMagnification,Camera,LowerCameraMagnification,UpperCameraMagnification,NotebookReference,Notes
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Zea sp.,Maize,"Zea seed, L.S.",,,PS-LAK-041-004.png,PS-LAK-041-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Triticum aestivum,Wheat,"Wheat seed, T.S.",,,PS-LAK-042-001.png,PS-LAK-042-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Triticum aestivum,Wheat,"Wheat seed, T.S.",,,PS-LAK-042-002.png,PS-LAK-042-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Triticum aestivum,Wheat,"Wheat seed, T.S.",,,PS-LAK-042-003.png,PS-LAK-042-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine cone, female, L.S.",,,PS-LAK-043-001.png,PS-LAK-043-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine, young staminate cone, L.S.",,,PS-LAK-044-001.png,PS-LAK-044-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine, young staminate cone, L.S.",,,PS-LAK-044-002.png,PS-LAK-044-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine, young staminate cone, L.S.",,,PS-LAK-044-003.png,PS-LAK-044-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine, young staminate cone, L.S.",,,PS-LAK-044-004.png,PS-LAK-044-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Pinus sp.,Pine,"Pine, young staminate cone, L.S.",,,PS-LAK-044-005.png,PS-LAK-044-005,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Volvox sp.,Volvox,"Volvox, W.M., focal series",,,PS-LAK-051-001.png,PS-LAK-051-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Volvox sp.,Volvox,"Volvox, W.M., focal series",,,PS-LAK-051-002.png,PS-LAK-051-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Volvox sp.,Volvox,"Volvox, W.M., focal series",,,PS-LAK-051-003.png,PS-LAK-051-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Volvox sp.,Volvox,"Volvox, W.M., focal series",,,PS-LAK-051-004.png,PS-LAK-051-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Volvox sp.,Volvox,"Volvox, W.M., focus merge",,,PS-LAK-051-005.png,PS-LAK-051-005,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Hydra sp.,Hydra,"Hydra, T.S.",,,PS-LAK-052-001.png,PS-LAK-052-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
