Date,Series,Scientific,Common,Specimen,Stain,Location,Plate,Reference,Investigation,Microscope,Objective,ObjectiveMagnification,Camera,LowerCameraMagnification,UpperCameraMagnification,NotebookReference,Notes
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-001.png,PS-LAK-054-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-002.png,PS-LAK-054-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-003.png,PS-LAK-054-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-004.png,PS-LAK-054-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-005.png,PS-LAK-054-005,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-006.png,PS-LAK-054-006,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-007.png,PS-LAK-054-007,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Taenia pisiformis,Rabbit tapeworm,"Taenia pisiformis, section",,,PS-LAK-054-008.png,PS-LAK-054-008,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Male worm, T.S.",,,PS-LAK-055-001.png,PS-LAK-055-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Male worm, T.S.",,,PS-LAK-055-002.png,PS-LAK-055-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Male worm, T.S.",,,PS-LAK-055-003.png,PS-LAK-055-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Male worm, T.S.",,,PS-LAK-055-004.png,PS-LAK-055-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-001.png,PS-LAK-056-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-002.png,PS-LAK-056-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-003.png,PS-LAK-056-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-004.png,PS-LAK-056-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-005.png,PS-LAK-056-005,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,,Worm,"Female worm, T.S.",,,PS-LAK-056-006.png,PS-LAK-056-006,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Hirudo sp.,Medicinal leech,"Hirudo, T.S.",,,PS-LAK-057-001.png,PS-LAK-057-001,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Hirudo sp.,Medicinal leech,"Hirudo, T.S.",,,PS-LAK-057-002.png,PS-LAK-057-002,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Hirudo sp.,Medicinal leech,"Hirudo, T.S.",,,PS-LAK-057-003.png,PS-LAK-057-003,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-17,PS I - LAKWAR Prepared Slides for Microbiology,Hirudo sp.,Medicinal leech,"Hirudo, T.S.",,,PS-LAK-057-004.png,PS-LAK-057-004,IN-2026-008,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 25",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M.",,,SI-I-001.png,SI-I-001,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M.",,,SI-I-002.png,SI-I-002,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M.",,,SI-I-003.png,SI-I-003,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M.",,,SI-I-004.png,SI-I-004,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M, focus merge",,,SI-I-005.png,SI-I-005,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI I - Dormant and Elementary Forms,Xanthoria parietina,Common orange lichen,"Xanthoria parietina, W.M, focus merge",,,SI-I-006.png,SI-I-006,IN-2026-003,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 35",
2026-03-18,SI II - Support and Conduction,Hypnum cupressiforme,Cypress-leaved plait-moss,"Hypnum cupressiforme, W.M.",,SU 508 972,SI-II-004.png,SI-II-004,IN-2026-004,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 39",
2026-03-18,SI II - Support and Conduction,Hypnum cupressiforme,Cypress-leaved plait-moss,"Hypnum cupressiforme, W.M.",,SU 508 972,SI-II-005.png,SI-II-005,IN-2026-004,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 39",
2026-03-18,SI II - Support and Conduction,Hypnum cupressiforme,Cypress-leaved plait-moss,"Hypnum cupressiforme, W.M., focus merge",,SU 508 972,SI-II-006.png,SI-II-006,IN-2026-004,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 39",
2026-03-18,SI II - Support and Conduction,Hypnum cupressiforme,Cypress-leaved plait-moss,"Hypnum cupressiforme, W.M., focus merge",,SU 508 972,SI-II-007.png,SI-II-007,IN-2026-004,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 39",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M.",,,SI-VI-001.png,SI-VI-001,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M.",,,SI-VI-002.png,SI-VI-002,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M.",,,SI-VI-003.png,SI-VI-003,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M.",,,SI-VI-004.png,SI-VI-004,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M., focus merge",,,SI-VI-005.png,SI-VI-005,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M., focus merge",,,SI-VI-006.png,SI-VI-006,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M., focus merge",,,SI-VI-007.png,SI-VI-007,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-18,SI VI - Minor Animal Structure,Musca domestica,House Fly,"House fly wing, W.M., focus merge",,,SI-VI-008.png,SI-VI-008,IN-2026-005,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. III, p. 43",
2026-03-21,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix stem, T.S.",,,SI-II-008.png,SI-II-008,IN-2026-006,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 5",
2026-03-21,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix stem, T.S.",,,SI-II-009.png,SI-II-009,IN-2026-006,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 5",
2026-03-21,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix stem, T.S.",,,SI-II-010.png,SI-II-010,IN-2026-006,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 5",
2026-03-21,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix stem, T.S.",,,SI-II-011.png,SI-II-011,IN-2026-006,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 5",
2026-03-21,SI II - Support and Conduction,Hedera helix,Common ivy,"Hedera helix stem, T.S.",,,SI-II-012.png,SI-II-012,IN-2026-006,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 5",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-013.png,SI-II-013,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-014.png,SI-II-014,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-015.png,SI-II-015,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-016.png,SI-II-016,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-017.png,SI-II-017,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S., focus merge",,,SI-II-018.png,SI-II-018,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 10",
2026-03-23,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-019.png,SI-II-019,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 13",
2026-03-23,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-020.png,SI-II-020,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 13",
2026-03-23,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-021.png,SI-II-021,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 13",
2026-03-23,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-022.png,SI-II-022,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 13",
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-007.png,SI-III-007,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Unhydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-008.png,SI-III-008,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Unhydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen, W.M.",,SU 508 972,SI-III-009.png,SI-III-009,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",Hydrated
2026-03-23,SI III - Reproductive Elements,Salix caprea,Pussy willow,"Salix caprea pollen hydration sequence, W.M.",,SU 508 972,SI-III-010.mp4,SI-III-010,IN-2026-007,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 18",On addition of water
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-023.png,SI-II-023,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-024.png,SI-II-024,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-025.png,SI-II-025,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-026.png,SI-II-026,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-027.png,SI-II-027,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Galium aparine,Common cleavers,"Galium aparine stem, T.S.",,,SI-II-028.png,SI-II-028,IN-2026-001,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 23",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-029.png,SI-II-029,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S.",,,SI-II-030.png,SI-II-030,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-24,SI II - Support and Conduction,Taraxacum officinale,Dandelion,"Taraxacum officinale stem, T.S., focus merge",,,SI-II-031.png,SI-II-031,IN-2026-002,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 26",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-001.png,SI-IX-001,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-002.png,SI-IX-002,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-003.png,SI-IX-003,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-004.png,SI-IX-004,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 6,40,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI IX - Ad-Hoc Investigations,Homo sapiens,Human,"Human Blood Smear, W.M.",,SU 513 984,SI-IX-005.png,SI-IX-005,IN-2026-009,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 28",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-032.png,SI-II-032,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-033.png,SI-II-033,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-034.png,SI-II-034,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-035.png,SI-II-035,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-036.png,SI-II-036,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-037.png,SI-II-037,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI II - Support and Conduction,Bellis perennis,Daisy,"Bellis perennis stem, T.S.",,SU 513 984,SI-II-038.png,SI-II-038,IN-2026-010,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 31",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-011.png,SI-III-011,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-012.png,SI-III-012,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-013.png,SI-III-013,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-014.png,SI-III-014,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-015.png,SI-III-015,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-28,SI III - Reproductive Elements,Bellis perennis,Daisy,"Bellis perennis petal, W.M.",,SU 513 984,SI-III-016.png,SI-III-016,IN-2026-011,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 34",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-001.png,SI-0-001,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-002.png,SI-0-002,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, trichome, isolated from stem T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-003.png,SI-0-003,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., inner cortex and vascular bundle region",Eosin | Methylene Blue,SU 513 984,SI-0-004.png,SI-0-004,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-005.png,SI-0-005,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., inner cortex",Eosin | Methylene Blue,SU 513 984,SI-0-006.png,SI-0-006,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, trichome, isolated from stem T.S.",Eosin | Methylene Blue,SU 513 984,SI-0-007.png,SI-0-007,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-008.png,SI-0-008,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-009.png,SI-0-009,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
2026-03-30,SI 0 - Elementary Discipline in the use of the Microscope,Bellis perennis,Daisy,"Bellis perennis, stem T.S., outer region",Eosin | Methylene Blue,SU 513 984,SI-0-010.png,SI-0-010,IN-2026-012,"Ernst Leitz, Wetzlar, 1912, Stand II",No. 3,10,Swift EC5R,26,39,"Vol. IV, p. 38",
